assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,180736,None,,0,0,-2,2,0.0,500,196,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Trevoh,0.0,491,186,0,0,0,0.0,519,198,194,False,0.0,514,198,0,Hamstring injury - Expected back 07 Oct,2023-08-11T16:00:07.662192Z,43,588,155,0,0,None,0,,180736.jpg,0.0,519,196,0,0,0,Chalobah,0.1,472,182,False,None,0,0,i,7,8,0.0,475,185,0,445,14,14915,153,0.0,0.0,Chalobah,0
1,2,66,None,None,1,0.27,172850,2,,-1,1,1,-1,136.4,24,6,3,,0,2,0.3,0.3,0,1.27,0.34,2.12,0.57,0.85,4.08,1.1,0.23,Ben,0.3,341,108,5,1.35,0,28.1,57,8,195,False,57.0,201,82,334,,None,56,88,6,0,0,None,0,,172850.jpg,2.5,170,56,0,0,0.0,Chilwell,24.3,13,4,False,None,4,1.08,a,7,8,88.0,60,5,15,2114097,4370,1216020,309675,0.1,2.7,Chilwell,3
0,0,23,0,0,0,0.0,478912,None,,0,0,-1,1,25.1,221,123,None,,0,3,0.0,0.0,0,0.19,0.14,0.27,0.2,0.08,1.96,1.41,0.06,Carney,0.0,551,207,2,1.44,1,9.9,245,110,196,False,34.8,256,102,125,Knee injury - Expected back 07 Oct,2023-08-20T22:00:06.180442Z,44,567,299,0,0,None,0,,478912.jpg,3.0,121,54,0,0,0.0,Chukwuemeka,1.1,159,52,False,None,2,1.44,i,7,8,39.0,142,86,6,46960,347,217992,3964,0.0,1.4,Chukwuemeka,2
0,0,106,None,None,2,0.34,460028,None,,0,0,0,0,46.2,147,38,None,,0,2,3.3,3.3,2,0.22,0.04,1.06,0.18,0.84,6.36,1.08,0.14,Levi,3.3,75,20,6,1.02,0,22.8,87,19,197,False,89.4,117,45,529,,None,45,425,92,0,0,None,0,,460028.jpg,3.2,112,34,0,0,0.0,Colwill,3.9,83,31,False,None,6,1.02,a,7,8,93.0,53,3,19,238895,8243,152376,10149,0.7,4.2,Colwill,0
0,0,0,100,100,0,0,179268,None,,0,0,-2,2,0.0,643,229,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marc,0.0,636,223,0,0,0,0.0,651,229,198,False,0.0,646,229,0,,2023-09-17T20:30:06.589342Z,48,307,32,0,0,None,0,,179268.jpg,0.0,650,229,0,0,0,Cucurella Saseta,0.4,236,92,False,None,0,0,a,7,8,0.0,639,229,0,12569,323,36664,952,0.0,0.0,Cucurella,0
0,0,58,None,None,3,0.53,448047,1,,0,0,0,0,204.3,10,8,1,,0,3,2.7,2.7,3,1.32,0.23,2.91,0.51,1.59,5.64,1.0,0.28,Enzo,2.7,119,53,5,0.89,0,36.0,39,25,199,False,82.0,139,51,507,,None,50,211,134,0,1,1,0,,448047.jpg,1.8,240,110,0,0,0.0,Fernández,3.6,91,25,False,None,6,1.07,a,7,8,76.0,73,41,11,199318,4521,267517,13603,0.5,2.2,Enzo,2
0,0,0,0,0,0,0,520295,None,,0,0,0,0,0.0,688,82,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David Datro,0.0,679,81,0,0,0,0.0,691,82,200,False,0.0,690,82,0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,2023-07-11T09:30:03.546600Z,50,217,49,0,0,None,0,,520295.jpg,0.0,690,82,0,0,0,Fofana,0.0,697,92,False,None,0,0,u,7,8,0.0,684,82,0,0,0,320,7,0.0,0.0,D.D.Fofana,0
0,0,0,0,0,0,0,444463,None,,0,0,-1,1,0.0,554,217,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wesley,0.0,548,211,0,0,0,0.0,570,218,201,False,0.0,565,218,0,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,44,559,147,0,0,None,0,,444463.jpg,0.0,570,216,0,0,0,Fofana,0.0,561,204,False,None,0,0,i,7,8,0.0,538,213,0,378,13,2531,52,0.0,0.0,W.Fofana,0
0,0,90,None,None,2,0.36,232787,None,,0,0,-1,1,85.2,67,48,None,,0,3,2.0,2.0,2,0.68,0.12,1.16,0.21,0.48,5.46,0.99,0.09,Conor,2.0,178,76,5,0.91,0,23.8,81,47,202,False,91.4,114,40,495,,None,54,132,85,0,0,None,0,,232787.jpg,2.2,198,89,0,0,0.0,Gallagher,0.4,244,77,False,None,6,1.09,a,7,8,61.0,93,55,13,22175,421,33946,1270,0.4,2.4,Gallagher,1
2,2,108,0,None,2,0.44,482609,None,,0,0,3,-3,67.1,104,21,None,,1,2,0.0,2.0,-2,0.39,0.09,0.47,0.11,0.08,5.10,1.12,0.02,Malo,2.0,158,53,4,0.88,0,18.0,129,31,203,False,85.4,129,52,409,Suspended until 21 Oct,2023-09-24T16:30:06.897822Z,43,592,159,0,0,None,0,,482609.jpg,3.7,89,26,1,0,0.0,Gusto,13.9,28,10,False,None,5,1.1,s,7,8,27.0,185,45,22,1592429,20307,406786,201329,0.5,5.1,Gusto,0
0,0,15,0,0,0,0.0,225796,None,,0,0,-2,2,35.9,173,46,2,,0,2,0.0,0.0,0,0.42,0.5,0.45,0.54,0.03,1.23,1.48,0.04,Reece,0.0,689,228,1,1.2,0,5.0,309,109,206,False,11.4,334,128,75,Hamstring injury - Expected back 07 Oct,2023-08-17T22:00:07.196935Z,53,154,13,0,0,None,0,,225796.jpg,2.0,225,73,0,0,0.0,James,3.6,92,36,False,None,1,1.2,i,7,8,3.0,335,116,2,196973,301,1364547,10711,0.0,0.4,James,0
0,0,0,0,0,0,0,66749,None,,0,0,-2,2,0.0,714,89,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelu,0.0,707,88,0,0,0,0.0,714,89,207,False,0.0,714,89,0,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,68,36,15,0,0,None,0,,66749.jpg,0.0,713,89,0,0,0,Lukaku Bolingoli,0.3,259,43,False,None,0,0,u,7,8,0.0,714,89,0,9006,0,57104,602,0.0,0.0,Lukaku,0
0,0,4,75,75,0,0.0,248857,None,,-1,1,-2,2,10.4,300,155,None,,0,3,0.2,0.2,0,0.13,0.27,0.20,0.42,0.07,0.99,2.07,0.15,Noni,0.3,340,165,1,2.09,0,4.3,318,143,208,False,7.2,361,161,43,Muscle injury - 75% chance of playing,2023-09-17T20:30:06.633877Z,53,156,99,0,0,None,0,,248857.jpg,1.0,381,181,0,0,0.0,Madueke,0.1,448,145,False,None,0,0.0,d,7,8,26.0,192,103,2,4232,16,9142,359,0.1,0.4,Madueke,0
0,0,31,100,100,2,0.95,465920,3,,0,0,-2,2,76.7,78,57,None,,0,3,2.0,2.0,3,0.79,0.38,0.89,0.43,0.10,1.95,0.93,0.05,Mykhailo,2.0,183,80,2,0.95,0,14.5,179,91,210,False,29.8,271,110,189,,2023-08-24T14:00:06.688509Z,63,59,37,0,0,None,0,,465920.jpg,1.6,266,123,0,0,0.0,Mudryk,0.8,179,55,False,None,2,0.95,a,7,8,38.0,149,90,8,20504,608,219842,1955,0.3,1.3,Mudryk,1
0,1,24,0,None,3,0.53,517052,None,,0,0,0,0,77.2,76,6,None,,0,4,0.0,1.0,1,0.72,0.13,4.40,0.78,3.68,5.66,1.0,0.65,Nicolas,1.0,278,42,5,0.88,1,38.4,31,7,211,False,75.8,156,16,509,Suspended until 07 Oct,2023-09-24T16:30:06.950233Z,70,34,14,0,0,None,0,,517052.jpg,2.0,228,31,0,0,0.0,Jackson,9.3,43,8,False,None,6,1.06,s,7,8,234.0,6,3,12,1039253,1212,1624797,200553,0.1,1.7,N.Jackson,5
0,0,0,0,0,0,0,213198,None,,0,0,-2,2,0.0,715,90,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Christopher,0.0,709,89,0,0,0,0.0,715,90,212,False,0.0,715,90,0,Knee injury - Unknown return date,2023-08-03T09:30:04.720287Z,73,25,10,0,0,None,0,,213198.jpg,0.0,714,90,0,0,0,Nkunku,0.6,213,39,False,None,0,0,i,7,8,0.0,715,90,0,3201,90,110230,827,0.0,0.0,Nkunku,0
0,0,0,0,0,0,0,176413,None,,0,0,0,0,0.0,703,303,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Christian,0.0,695,300,0,0,0,0.0,703,303,213,False,0.0,702,302,0,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,55,104,64,0,0,None,0,,176413.jpg,0.0,702,302,0,0,0,Pulisic,0.0,694,290,False,None,0,0,u,7,8,0.0,701,302,0,0,0,362,2,0.0,0.0,Pulisic,0
0,0,0,None,None,0,0,204727,None,,0,0,-1,1,0.0,533,212,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malang,0.0,524,203,0,0,0,0.0,550,213,214,False,0.0,545,213,0,,None,44,523,131,0,0,None,0,,204727.jpg,0.0,550,211,0,0,0,Sarr,0.1,417,161,False,None,0,0,a,7,8,0.0,514,206,0,2374,79,5703,210,0.0,0.0,M.Sarr,0
0,0,0,0,0,0,0,471798,None,,0,0,0,0,0.0,475,49,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gabriel,0.0,465,64,0,0,0,0.0,495,65,215,False,0.0,490,65,0,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,40,679,73,0,0,None,0,,471798.jpg,0.0,493,65,0,0,0,Słonina,0.0,530,69,False,None,0,0,u,7,8,0.0,449,45,0,0,0,2975,65,0.0,0.0,Slonina,0
1,3,84,None,None,2,0.34,103955,None,,0,0,2,-2,148.5,20,15,4,,1,3,2.0,2.0,2,1.13,0.19,2.87,0.49,1.74,6.40,1.09,0.3,Raheem,2.0,184,81,6,1.02,2,51.6,13,10,216,False,116.0,74,29,530,,None,72,27,15,0,0,None,0,,103955.jpg,4.8,34,17,0,0,0.0,Sterling,13.4,30,10,False,None,6,1.02,a,7,8,251.0,4,2,29,1708155,11360,685243,133434,0.3,4.0,Sterling,1
0,0,130,None,None,2,0.33,51090,None,,0,0,0,0,53.4,133,29,None,,0,2,3.3,3.3,2,0.20,0.03,0.30,0.05,0.10,6.45,1.08,0.02,Thiago,3.3,76,21,6,1.0,0,24.7,73,13,217,False,160.6,29,6,540,,None,50,166,18,0,0,None,0,,51090.jpg,3.2,114,35,0,0,0.0,Emiliano da Silva,3.7,89,35,False,None,6,1.0,a,7,8,32.0,163,35,19,157996,3760,104358,8406,0.7,3.8,T.Silva,0
0,0,0,0,0,0,0,124183,None,,0,0,-1,1,0.0,697,300,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hakim,0.0,690,297,0,0,0,0.0,698,300,218,False,0.0,697,299,0,Season long loan to Galatasaray,2023-08-21T08:29:13.470637Z,54,120,74,0,0,None,0,,124183.jpg,0.0,697,299,0,0,0,Ziyech,0.1,434,140,False,None,0,0,u,7,8,0.0,694,298,0,1010,0,15388,127,0.0,0.0,Ziyech,0
0,0,17,None,None,0,0.0,244851,None,,0,0,-1,1,52.4,137,94,None,,0,3,0.8,0.8,1,0.19,0.2,0.54,0.56,0.35,1.48,1.53,0.36,Cole,0.8,295,134,1,1.03,0,10.4,238,108,362,False,22.8,292,122,87,,None,49,275,179,0,0,None,0,,244851.jpg,1.0,367,169,0,0,0.0,Palmer,0.2,313,94,False,None,0,0.0,a,7,8,30.0,176,100,4,21863,667,21532,1014,0.2,0.8,Palmer,0
0,0,0,0,0,0,0,518620,None,,0,0,0,0,0.0,687,293,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ângelo Gabriel,0.0,678,289,0,0,0,0.0,690,294,589,False,0.0,689,293,0,Season long loan to Strasbourg until the end of the season,2023-08-10T13:51:38.491138Z,50,216,138,0,0,None,0,,518620.jpg,0.0,689,293,0,0,0,Borges Damaceno,0.0,698,293,False,None,0,0,u,7,8,0.0,683,290,0,0,0,945,6,0.0,0.0,Ângelo,0
0,0,8,None,None,0,0.0,441302,None,,0,0,-3,3,18.7,240,131,None,,0,3,0.7,0.7,0,0.06,0.15,0.32,0.82,0.26,0.23,0.59,0.67,Ian,0.7,304,143,0,0.0,0,3.6,327,146,609,False,7.8,359,159,35,,None,52,159,101,0,0,None,0,,441302.jpg,0.8,397,193,0,0,0.0,Maatsen,0.1,487,167,False,None,0,0.0,a,7,8,9.0,285,148,3,1171,86,7602,170,0.1,0.6,Maatsen,1
0,3,109,None,None,2,0.33,220362,None,,0,0,1,-1,33.5,183,53,None,,1,2,3.0,3.0,2,0.92,0.15,1.61,0.27,0.69,6.45,1.08,0.12,Axel,3.0,95,32,6,1.0,1,23.9,78,15,611,False,135.4,55,14,540,,None,51,164,16,0,0,None,0,,220362.jpg,4.3,51,13,0,0,0.0,Disasi,6.9,56,19,False,None,6,1.0,a,7,8,70.0,81,9,26,743722,8002,276703,27431,0.6,5.1,Disasi,2
0,0,26,None,None,1,0.75,503714,None,,0,0,-1,1,15.7,261,141,None,,0,3,1.3,1.3,1,0.08,0.06,0.08,0.06,0.00,1.99,1.49,0.0,Lesley,1.3,221,99,1,0.75,0,3.9,323,145,613,False,22.0,293,123,120,,None,44,576,305,0,0,None,0,,503714.jpg,1.5,271,124,0,0,0.0,Ugochukwu,0.2,294,88,False,None,1,0.75,a,7,8,2.0,345,170,6,18311,2575,11612,837,0.3,1.4,Ugochukwu,0
0,0,6,0,0,0,0.0,534392,None,,0,0,0,0,0.6,373,48,None,,0,4,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.90,10.12,0.0,Mason,0.0,623,73,1,11.25,0,0.3,406,52,623,False,0.4,404,47,8,Season-long loan to Sunderland,2023-09-01T21:50:53.219365Z,45,462,83,0,0,None,0,,534392.jpg,1.0,348,47,0,0,0.0,Burstow,0.1,421,64,False,None,0,0.0,u,7,8,2.0,348,52,2,4401,0,10837,278,0.0,0.4,Burstow,0
0,0,0,None,None,0,0,482158,None,,0,0,0,0,0.0,480,52,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lucas,0.0,470,67,0,0,0,0.0,500,68,659,False,0.0,495,68,0,,None,40,686,76,0,0,None,0,,482158.jpg,0.0,498,68,0,0,0,Bergström,0.0,578,72,False,None,0,0,a,7,8,0.0,454,48,0,1139,27,704,31,0.0,0.0,Bergström,0
0,0,0,0,0,0,0,514356,None,,-1,1,-1,1,0.0,669,280,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Roméo,0.0,662,277,0,0,0,0.0,673,281,667,False,0.0,672,280,0,Ankle injury - Unknown return date,2023-08-24T14:00:07.676377Z,49,287,189,0,0,None,0,,514356.jpg,0.0,673,281,0,0,0,Lavia,0.0,679,279,False,None,0,0,i,7,8,0.0,665,277,0,926,6,1053,29,0.0,0.0,Lavia,0
0,0,0,0,0,0,0,461188,None,,0,0,0,0,0.0,471,180,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bashir,0.0,460,167,0,0,0,0.0,491,182,671,False,0.0,485,181,0,Season-long loan to Swansea City,2023-09-03T20:06:46.325160Z,40,673,202,0,0,None,0,,461188.jpg,0.0,489,178,0,0,0,Humphreys,0.0,640,218,False,None,0,0,u,7,8,0.0,444,167,0,629,0,727,35,0.0,0.0,Humphreys,0
0,0,0,None,None,0,0,617054,None,,0,0,0,0,0.0,637,75,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deivid Washington,0.0,630,74,0,0,0,0.0,647,75,677,False,0.0,642,73,0,,None,45,471,84,0,0,None,0,,617054.jpg,0.0,646,75,0,0,0,de Souza Eugênio,0.1,498,71,False,None,0,0,a,7,8,0.0,630,75,0,3874,457,1429,233,0.0,0.0,Deivid,0
0,0,0,None,None,0,0,474803,None,,0,0,0,0,0.0,478,50,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Eddie,0.0,468,65,0,0,0,0.0,498,66,680,False,0.0,493,66,0,,None,40,682,74,0,0,None,0,,474803.jpg,0.0,496,66,0,0,0,Beach,0.0,658,82,False,None,0,0,a,7,8,0.0,452,46,0,417,34,164,23,0.0,0.0,Beach,0
0,0,0,0,0,0,0,491011,None,,0,0,0,0,0.0,618,245,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Diego Manuel Jadon,0.0,609,238,0,0,0,0.0,628,247,681,False,0.0,623,244,0,Season-long loan to Lyon,2023-09-03T20:11:21.942763Z,45,445,247,0,0,None,0,,491011.jpg,0.0,627,247,0,0,0,da Silva Moreira,0.0,707,300,False,None,0,0,u,7,8,0.0,610,240,0,236,0,223,13,0.0,0.0,Diego Moreira,0
0,0,0,None,None,0,0,457569,None,,0,0,0,0,0.0,604,75,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Djordje,0.0,594,82,0,0,0,0.0,613,83,687,False,0.0,608,83,0,,None,45,424,23,0,0,None,0,,457569.jpg,0.0,615,83,0,0,0,Petrovic,0.0,586,73,False,None,0,0,a,7,8,0.0,595,73,0,997,52,508,90,0.0,0.0,Petrovic,0
0,0,0,None,None,0,0,514280,None,,0,0,0,0,0.0,486,186,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,476,174,0,0,0,0.0,506,188,716,False,0.0,501,188,0,,None,40,693,213,0,0,None,0,,514280.jpg,0.0,504,184,0,0,0,Gilchrist,0.0,699,230,False,None,0,0,a,7,8,0.0,460,174,0,266,114,39,21,0.0,0.0,Gilchrist,0
0,0,0,None,None,0,0,517996,None,,0,0,0,0,0.0,626,72,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ronnie,0.0,617,70,0,0,0,0.0,636,72,717,False,0.0,631,70,0,,None,45,456,80,0,0,None,0,,517996.jpg,0.0,635,72,0,0,0,Stutter,0.0,661,89,False,None,0,0,a,7,8,0.0,618,72,0,711,306,140,79,0.0,0.0,Stutter,0
0,0,0,None,None,0,0,519198,None,,0,0,0,0,0.0,627,253,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,618,246,0,0,0,0.0,637,255,718,False,0.0,632,252,0,,None,45,457,257,0,0,None,0,,519198.jpg,0.0,636,255,0,0,0,Matos,0.0,709,302,False,None,0,0,a,7,8,0.0,619,248,0,161,62,39,17,0.0,0.0,Matos,0
0,0,0,None,None,0,0,156074,None,,0,0,-1,1,0.0,522,207,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rob,0.0,513,198,0,0,0,0.0,539,208,7,False,0.0,534,208,0,,None,44,505,120,0,0,None,0,,156074.jpg,0.0,539,206,0,0,0,Holding,0.2,355,132,False,None,0,0,a,8,31,0.0,501,199,0,3316,111,8917,282,0.0,0.0,Holding,0
0,0,12,0,0,0,0.0,466117,None,,0,0,-1,1,4.3,327,164,None,,0,3,0.0,0.0,0,0.02,0.05,0.02,0.05,0.00,1.88,4.7,0.0,Naouirou,0.5,311,146,2,5.0,0,1.0,388,181,219,False,6.0,368,166,36,Ankle injury - Unknown return date,2023-09-22T13:30:07.934644Z,44,561,295,0,0,None,0,,466117.jpg,1.0,333,145,0,0,0.0,Ahamada,0.2,346,109,False,None,0,0.0,i,8,31,0.0,539,209,3,4282,17,13611,992,0.1,0.7,Ahamada,0
0,6,140,None,None,2,0.33,174874,None,,1,-1,2,-2,97.3,53,11,None,,2,2,4.3,4.8,6,0.47,0.08,0.73,0.12,0.26,8.60,1.43,0.04,Joachim,4.8,33,9,7,1.17,1,35.7,40,6,220,True,187.4,17,1,540,,None,47,329,36,0,0,None,0,,174874.jpg,5.0,29,7,0,0,0.0,Andersen,8.8,46,13,False,None,6,1.0,a,8,31,73.0,80,8,30,784148,47405,156202,9971,1.0,6.4,Andersen,0
2,0,46,100,100,2,0.38,80146,None,,0,0,0,0,98.8,50,37,None,,0,3,2.0,2.5,2,0.50,0.09,1.45,0.27,0.95,5.69,1.08,0.18,Jordan,2.5,125,56,4,0.76,0,31.6,49,32,221,False,80.4,144,53,474,,2023-09-16T20:00:07.282243Z,55,92,57,0,0,None,0,,80146.jpg,2.8,142,59,0,0,0.0,Ayew,0.4,252,79,False,None,6,1.14,a,8,31,136.0,35,22,17,28784,391,30340,1200,0.5,3.1,J.Ayew,2
0,0,0,None,None,0,0,57328,None,,0,0,-1,1,0.0,507,199,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,498,190,0,0,0,0.0,525,201,222,False,0.0,520,201,0,,None,44,481,105,0,0,None,0,,57328.jpg,0.0,525,199,0,0,0,Clyne,0.1,404,153,False,None,0,0,a,8,31,0.0,485,191,0,1781,69,6050,230,0.0,0.0,Clyne,0
0,0,92,100,100,2,0.33,438464,None,,0,0,0,0,65.0,109,77,None,,0,3,1.5,2.0,2,0.46,0.08,0.58,0.1,0.12,7.96,1.33,0.02,Cheick,2.0,175,74,6,1.0,0,18.1,127,70,223,False,93.6,112,39,540,,2023-08-06T23:30:05.645648Z,50,207,131,0,0,None,0,,438464.jpg,2.0,223,101,0,0,0.0,Doucouré,0.1,431,137,False,None,6,1.0,a,8,31,21.0,209,113,12,5738,310,4776,324,0.4,2.4,C.Doucouré,2
0,0,0,100,100,0,0,450535,None,,0,0,0,0,0.0,601,236,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malcolm,0.0,591,228,0,0,0,0.0,610,238,224,False,0.0,605,235,0,,2023-08-17T14:00:07.032627Z,45,420,235,0,0,None,0,,450535.jpg,0.0,612,239,0,0,0,Ebiowei,0.0,552,206,False,None,0,0,a,8,31,0.0,592,231,0,683,81,3798,79,0.0,0.0,Ebiowei,0
0,6,114,75,None,2,0.35,199670,None,,0,0,1,-1,68.5,96,10,None,,0,4,4.3,6.2,2,0.28,0.05,3.08,0.54,2.80,6.20,1.08,0.49,Odsonne,6.2,12,4,4,0.69,4,51.8,12,3,225,False,172.0,24,2,518,Hamstring injury - 75% chance of playing,2023-09-24T18:00:07.480397Z,56,89,28,0,0,3,0,,199670.jpg,5.7,15,3,0,0,0.0,Edouard,6.2,63,12,False,None,6,1.04,d,8,31,276.0,3,2,34,561989,40970,166764,42904,1.1,6.1,Edouard,0
0,1,87,None,None,2,0.33,232413,1,,0,0,-2,2,252.7,5,4,1,,0,3,3.0,3.5,3,1.52,0.25,3.78,0.63,2.26,8.60,1.43,0.38,Eberechi,3.5,73,35,7,1.17,1,56.6,9,7,226,False,129.6,58,24,540,,None,63,58,36,0,0,2,0,,232413.jpg,3.2,118,52,0,0,0.0,Eze,8.6,49,17,False,None,6,1.0,a,8,31,183.0,21,12,19,209502,4260,893083,41490,0.6,3.0,Eze,1
0,0,0,0,0,0,0,40836,None,,0,0,-1,1,0.0,502,60,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Vicente,0.0,493,74,0,0,0,0.0,521,75,227,False,0.0,516,75,0,Signed for Celta Vigo,2023-09-02T08:56:40.331253Z,44,475,24,0,0,None,0,,40836.jpg,0.0,521,75,0,0,0,Guaita,0.4,247,34,False,None,0,0,u,8,31,0.0,479,56,0,2528,0,51472,1581,0.0,0.0,Guaita,0
0,2,97,100,100,2,0.4,209036,None,,0,0,0,0,18.4,243,75,None,,0,2,2.3,2.8,8,0.15,0.03,0.19,0.04,0.04,5.39,1.08,0.01,Marc,2.8,108,35,4,0.8,0,12.7,208,67,228,False,104.4,91,31,450,,2023-09-13T15:30:08.533559Z,45,380,69,0,0,None,0,,209036.jpg,3.8,75,21,0,0,0.0,Guéhi,1.4,142,52,False,None,5,1.0,a,8,31,4.0,321,112,19,41688,2792,76361,1032,0.6,4.2,Guéhi,0
0,0,34,100,100,1,0.5,108413,3,,0,0,-1,1,31.6,193,107,None,,0,3,0.7,1.2,3,0.05,0.02,0.09,0.04,0.04,4.32,2.15,0.02,Will,1.2,235,104,4,1.99,0,10.7,235,106,229,False,63.0,187,71,181,,2023-08-06T23:30:05.660088Z,49,241,158,0,0,None,0,,108413.jpg,1.7,251,116,0,0,0.0,Hughes,0.0,676,278,False,None,2,0.99,a,8,31,13.0,253,132,5,156,20,430,12,0.2,1.0,Hughes,1
0,1,93,None,None,2,0.33,101982,None,,0,0,0,0,0.0,573,71,None,,0,1,2.5,3.0,8,0.00,0.0,0.00,0.0,0.00,8.60,1.43,0.0,Sam,3.0,87,10,7,1.17,0,8.4,266,19,230,False,84.2,132,19,540,,None,45,352,18,0,0,None,0,,101982.jpg,3.3,105,12,0,12,2.0,Johnstone,1.8,124,17,False,None,6,1.0,a,8,31,0.0,560,68,20,53331,2389,68252,2484,0.7,4.4,Johnstone,0
0,0,60,0,0,1,0.25,152551,None,,0,0,-2,2,79.6,74,54,None,,0,3,0.0,0.0,0,0.36,0.09,0.54,0.13,0.18,4.80,1.2,0.04,Jefferson,1.0,259,112,4,1.0,0,20.7,101,56,231,False,72.8,166,62,360,Hamstring injury - Unknown return date,2023-09-15T15:30:07.837506Z,48,298,197,0,0,None,0,,152551.jpg,2.2,189,80,0,0,0.0,Lerma Solís,0.2,350,112,False,None,4,1.0,i,8,31,54.0,110,65,9,2909,11,23478,1367,0.2,1.9,Lerma,0
3,0,41,None,None,0,0.0,231747,None,,0,0,-1,1,34.1,179,25,None,,0,4,3.0,3.5,1,0.22,0.16,0.28,0.2,0.06,4.13,3.02,0.04,Jean-Philippe,3.5,66,13,4,2.93,0,11.4,226,31,232,False,56.4,203,22,123,,None,49,270,55,0,0,None,0,,231747.jpg,3.5,98,18,0,0,0.0,Mateta,0.5,226,41,False,None,0,0.0,a,8,31,23.0,203,42,14,28845,5186,25422,1646,0.7,2.9,Mateta,0
0,0,0,None,None,0,0,169593,None,,0,0,0,0,0.0,431,30,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Remi,0.0,419,46,0,0,0,0.0,453,47,233,False,0.0,447,47,0,,None,40,627,54,0,0,None,0,,169593.jpg,0.0,448,47,0,0,0,Matthews,0.1,383,56,False,None,0,0,a,8,31,0.0,402,26,0,1339,45,3173,117,0.0,0.0,Matthews,0
