assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,16,None,None,0,0.0,158983,None,,0,0,0,0,2.3,344,170,None,,0,3,1.3,1.3,1,0.01,0.01,0.01,0.01,0.00,2.36,2.39,0.0,Wataru,0.8,301,140,1,1.01,0,1.6,375,174,668,False,14.2,320,137,89,,None,55,102,63,0,0,None,0,,158983.jpg,1.0,383,183,0,0,0.0,Endo,0.1,490,168,False,None,1,1.01,a,11,14,0.0,700,301,4,5131,202,3753,283,0.1,0.7,Endo,0
0,0,6,None,None,0,0.0,441266,None,,0,0,0,0,0.9,365,183,None,,0,3,1.5,1.5,1,0.00,0.0,0.00,0.0,0.00,0.04,0.26,0.0,Ryan,1.0,271,123,0,0.0,0,1.9,369,171,708,False,8.0,358,158,14,,None,50,209,132,0,0,None,0,,441266.jpg,1.0,376,177,0,0,0.0,Gravenberch,0.0,531,191,False,None,0,0.0,a,11,14,10.0,275,143,2,4194,599,1123,312,0.2,0.4,Gravenberch,0
0,0,11,None,None,0,0.0,437742,None,,0,0,-1,1,13.9,274,147,None,,0,3,1.1,0.3,1,0.01,0.01,0.07,0.05,0.06,1.07,0.74,0.04,Albert,0.8,296,135,2,1.38,0,2.9,345,158,21,False,4.2,379,175,130,,None,49,278,182,0,0,None,0,,437742.jpg,1.5,277,125,0,0,0.0,Sambi Lokonga,0.0,579,220,False,None,2,1.38,a,12,102,11.0,263,139,3,740,79,1050,41,0.2,0.6,Sambi,0
0,0,70,None,None,0,0.0,184704,None,,0,0,-1,1,65.6,108,76,None,,0,3,2.9,1.2,2,0.30,0.06,0.39,0.08,0.09,8.82,1.76,0.02,Marvelous,1.7,203,92,11,2.2,0,14.8,173,89,52,False,76.4,152,56,450,,None,44,514,277,0,0,None,0,,184704.jpg,1.6,260,120,0,0,0.0,Nakamba,1.1,155,51,False,None,5,1.0,a,12,102,6.0,301,152,8,56162,6959,71941,2544,0.4,1.8,Nakamba,2
0,0,15,None,None,0,0.0,174310,None,,-1,1,-2,2,45.3,150,16,None,,0,4,2.1,0.8,1,0.17,0.07,0.57,0.23,0.40,3.98,1.61,0.16,Elijah,1.3,223,31,4,1.62,0,8.8,259,36,314,False,11.2,335,40,222,,None,48,306,61,0,0,2,0,,174310.jpg,1.6,262,36,0,0,0.0,Adebayo,0.7,196,36,False,None,3,1.22,a,12,102,31.0,167,36,8,16887,982,59164,1961,0.3,1.7,Adebayo,0
0,1,48,None,None,0,0.0,208904,None,,0,0,0,0,1.4,355,131,None,,0,2,6.1,2.8,0,0.00,0.0,0.21,0.07,0.21,4.46,1.5,0.07,Mads Juel,3.3,74,19,5,1.68,1,10.6,236,82,315,False,81.0,141,55,268,,None,40,639,181,0,0,None,0,,208904.jpg,2.8,135,43,0,0,0.0,Andersen,1.8,126,49,False,None,3,1.01,a,12,102,23.0,201,51,11,148888,10984,50454,4932,0.8,2.8,Andersen,1
0,0,57,None,None,0,0.0,165183,None,,0,0,0,0,16.1,256,80,None,,0,2,2.9,1.2,2,0.06,0.01,0.43,0.08,0.37,8.82,1.76,0.07,Amari'i,1.7,201,64,11,2.2,0,14.5,178,51,316,False,97.0,101,35,450,,None,40,626,172,0,0,None,0,,165183.jpg,1.2,294,99,0,0,0.0,Bell,6.1,64,23,False,None,5,1.0,a,12,102,33.0,157,32,6,75279,7512,268858,7538,0.4,1.5,Bell,0
0,0,3,None,None,0,0.0,82738,None,,0,0,-2,2,0.0,641,262,None,,0,3,-0.5,-0.5,0,0.00,0.0,0.00,0.0,0.00,1.22,54.9,0.0,Luke,0.0,634,256,1,45.0,0,0.0,650,264,317,False,0.0,645,261,2,,None,48,294,194,0,0,None,0,,82738.jpg,1.0,353,158,0,0,0.0,Berry,0.0,528,190,False,None,0,0.0,a,12,102,0.0,636,258,1,597,31,4296,114,0.0,0.2,Berry,0
0,0,42,100,100,0,0.0,156658,None,,0,0,0,0,25.6,215,63,None,,0,2,2.9,1.2,2,0.05,0.01,0.37,0.1,0.32,4.60,1.23,0.09,Reece,1.7,200,63,7,1.87,0,11.2,228,75,318,False,58.4,198,81,337,,2023-08-04T11:00:04.302248Z,40,625,171,0,0,None,0,,156658.jpg,1.5,267,84,0,0,0.0,Burke,0.1,414,158,False,None,4,1.07,a,12,102,28.0,183,43,6,7222,720,2882,152,0.4,1.5,Burke,0
0,0,0,0,0,0,0,193195,None,,0,0,-1,1,0.0,658,274,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Allan,0.0,652,270,0,0,0,0.0,664,275,319,False,0.0,660,273,0,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,49,252,167,0,0,None,0,,193195.jpg,0.0,664,275,0,0,0,Campbell,0.0,592,229,False,None,0,0,u,12,102,0.0,654,271,0,182,0,3249,62,0.0,0.0,Campbell,0
0,0,0,0,0,0,0,96784,None,,0,0,-1,1,0.0,653,270,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,647,266,0,0,0,0.0,660,271,320,False,0.0,656,269,0,Ankle injury - Expected back 25 Nov,2023-08-06T23:30:05.803333Z,49,238,156,0,0,None,0,,96784.jpg,0.0,660,271,0,0,0,Clark,0.0,682,281,False,None,0,0,i,12,102,0.0,648,266,0,352,5,1140,20,0.0,0.0,Clark,0
0,1,32,100,100,0,0.0,244262,1,,0,0,-1,1,95.0,56,12,2,,0,2,3.5,1.5,3,0.70,0.3,0.80,0.34,0.10,4.62,1.98,0.04,Alfie,2.0,160,54,6,2.57,0,15.8,156,40,321,False,33.0,262,103,210,,2023-09-02T17:00:07.683278Z,44,547,142,0,0,None,0,,244262.jpg,1.4,282,94,0,0,0.0,Doughty,0.1,386,149,False,None,2,0.86,a,12,102,30.0,172,39,7,2971,969,8713,150,0.5,1.6,Doughty,0
0,0,0,0,0,0,0,49083,None,,0,0,-1,1,0.0,650,267,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,644,263,0,0,0,0.0,657,268,322,False,0.0,653,266,0,Released,2023-08-25T08:38:56.197815Z,49,225,145,0,0,None,0,,49083.jpg,0.0,657,268,0,0,0,Freeman,0.0,650,263,False,None,0,0,u,12,102,0.0,645,263,0,59,0,1699,32,0.0,0.0,Freeman,0
0,0,0,0,0,0,0,113534,None,,0,0,0,0,0.0,421,23,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Matt,0.0,410,40,0,0,0,0.0,443,40,323,False,0.0,437,40,0,Released from contract,2023-09-03T20:04:04.658822Z,40,615,47,0,0,None,0,,113534.jpg,0.0,438,40,0,0,0,Macey,0.4,245,32,False,None,0,0,u,12,102,0.0,392,19,0,1324,0,25017,1126,0.0,0.0,Macey,0
0,0,0,0,0,0,0,422303,None,,0,0,0,0,0.0,596,64,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,John,0.0,586,62,0,0,0,0.0,605,63,324,False,0.0,600,61,0,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,45,410,69,0,0,None,0,,422303.jpg,0.0,607,65,0,0,0,McAtee,1.1,156,24,False,None,0,0,u,12,102,0.0,586,63,0,7174,0,169577,4665,0.0,0.0,McAtee,0
0,0,0,0,0,0,0,453537,None,,0,0,0,0,0.0,603,237,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carlos,0.0,593,229,0,0,0,0.0,612,239,325,False,0.0,607,236,0,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,45,423,237,0,0,None,0,,453537.jpg,0.0,614,240,0,0,0,Mendes Gomes,0.0,656,266,False,None,0,0,u,12,102,0.0,594,232,0,0,0,1212,17,0.0,0.0,Mendes,0
1,5,80,None,None,0,0.0,156700,None,,0,0,0,0,45.1,151,17,None,,1,4,10.1,4.8,9,0.45,0.09,2.94,0.61,2.49,8.77,1.82,0.52,Carlton,5.3,23,5,11,2.29,2,29.0,55,12,326,False,101.6,95,12,433,,None,55,101,30,0,0,1,0,,156700.jpg,5.2,22,4,0,0,0.0,Morris,3.7,90,18,False,None,5,1.04,a,12,102,145.0,29,10,26,326611,149726,102713,2860,1.0,4.7,Morris,0
0,0,0,0,0,0,0,174595,None,,0,0,0,0,0.0,581,59,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Admiral,0.0,570,57,0,0,0,0.0,590,58,327,False,0.0,585,56,0,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,45,369,64,0,0,None,0,,174595.jpg,0.0,590,60,0,0,0,Muskwe,0.1,387,60,False,None,0,0,u,12,102,0.0,568,58,0,1383,0,13005,406,0.0,0.0,Muskwe,0
0,0,26,None,None,0,0.0,229164,None,,0,0,-1,1,45.9,148,15,None,,0,4,2.1,0.8,2,0.45,0.28,0.52,0.32,0.07,2.68,1.66,0.04,Chiedozie,1.3,225,32,4,2.48,0,9.4,248,34,328,False,16.2,313,37,145,,None,49,269,54,0,0,None,0,,229164.jpg,1.2,306,41,0,0,0.0,Ogbene,0.1,396,62,False,None,1,0.62,a,12,102,32.0,162,34,6,2204,407,8263,220,0.3,1.2,Ogbene,0
0,0,0,0,0,0,0,168035,None,,0,0,0,0,0.0,680,287,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fred,0.0,671,283,0,0,0,0.0,683,288,329,False,0.0,682,287,0,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,50,186,114,0,0,None,0,,168035.jpg,0.0,682,287,0,0,0,Onyedinma,0.0,713,306,False,None,0,0,u,12,102,0.0,676,284,0,0,0,184,2,0.0,0.0,Onyedinma,0
0,0,0,0,0,0,0,199056,None,,0,0,-1,1,0.0,530,211,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gabriel,0.0,521,202,0,0,0,0.0,547,212,330,False,0.0,542,212,0,Knee injury - Expected back 21 Oct,2023-08-04T11:00:04.319102Z,44,518,128,0,0,None,0,,199056.jpg,0.0,547,210,0,0,0,Osho,0.0,646,219,False,None,0,0,i,12,102,0.0,510,204,0,408,10,1271,29,0.0,0.0,Osho,0
0,0,0,0,0,0,0,490180,None,,0,0,0,0,0.0,617,71,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aribim,0.0,608,69,0,0,0,0.0,627,71,331,False,0.0,622,69,0,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,45,443,79,0,0,None,0,,490180.jpg,0.0,626,71,0,0,0,Pepple,0.1,400,63,False,None,0,0,u,12,102,0.0,609,71,0,838,0,12230,306,0.0,0.0,Pepple,0
0,0,0,0,0,0,0,243532,None,,0,0,-1,1,0.0,547,210,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dion,0.0,540,199,0,0,0,0.0,564,213,332,False,0.0,559,210,0,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,44,545,286,0,0,None,0,,243532.jpg,0.0,564,213,0,0,0,Pereira,0.1,427,135,False,None,0,0,u,12,102,0.0,531,202,0,1744,0,13195,400,0.0,0.0,Pereira,0
0,0,0,0,0,0,0,108411,None,,0,0,0,0,0.0,417,151,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dan,0.0,407,136,0,0,0,0.0,440,154,333,False,0.0,434,153,0,Ankle injury - Expected back 25 Nov,2023-08-06T23:30:05.828555Z,40,611,165,0,0,None,0,,108411.jpg,0.0,435,147,0,0,0,Potts,0.1,489,188,False,None,0,0,i,12,102,0.0,388,136,0,848,18,4384,114,0.0,0.0,Potts,0
0,0,0,0,0,0,0,165152,None,,0,0,-1,1,0.0,524,202,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Glen,0.0,515,191,0,0,0,0.0,541,205,334,False,0.0,536,202,0,Released from contract,2023-09-03T20:07:55.555731Z,44,507,275,0,0,None,0,,165152.jpg,0.0,541,205,0,0,0,Rea,0.0,534,193,False,None,0,0,u,12,102,0.0,503,193,0,883,0,3831,124,0.0,0.0,Rea,0
0,0,0,None,None,0,0,77818,None,,0,0,-1,1,0.0,509,62,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,500,75,0,0,0,0.0,527,76,335,False,0.0,522,76,0,,None,44,483,26,0,0,None,0,,77818.jpg,0.0,527,76,0,0,0,Shea,0.2,357,54,False,None,0,0,a,12,102,0.0,487,58,0,895,29,7197,235,0.0,0.0,Shea,0
0,0,0,0,0,0,0,242500,None,,0,0,0,0,0.0,592,63,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,582,61,0,0,0,0.0,601,62,336,False,0.0,596,60,0,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,45,403,68,0,0,None,0,,242500.jpg,0.0,603,64,0,0,0,Taylor,0.1,374,59,False,None,0,0,u,12,102,0.0,582,62,0,0,0,19145,318,0.0,0.0,Taylor,0
0,0,0,0,0,0,0,232477,None,,0,0,0,0,0.0,589,229,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Elliot,0.0,579,221,0,0,0,0.0,598,231,337,False,0.0,593,228,0,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,45,396,228,0,0,None,0,,232477.jpg,0.0,599,232,0,0,0,Thorpe,0.0,688,286,False,None,0,0,u,12,102,0.0,578,224,0,14,0,495,10,0.0,0.0,Thorpe,0
0,0,0,0,0,0,0,207722,None,,0,0,0,0,0.0,442,33,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,430,49,0,0,0,0.0,463,50,338,False,0.0,457,50,0,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,638,57,0,0,None,0,,207722.jpg,0.0,459,50,0,0,0,Walton,0.0,641,79,False,None,0,0,u,12,102,0.0,413,29,0,0,0,513,15,0.0,0.0,Walton,0
0,0,0,0,0,0,0,223333,None,,0,0,-1,1,0.0,539,205,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Louie,0.0,532,194,0,0,0,0.0,556,208,339,False,0.0,551,205,0,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,44,535,281,0,0,None,0,,223333.jpg,0.0,556,208,0,0,0,Watson,0.2,318,96,False,None,0,0,u,12,102,0.0,523,197,0,3951,0,21008,580,0.0,0.0,Watson,0
0,0,14,None,None,0,0.0,91046,None,,0,0,-1,1,43.9,152,18,None,,0,4,1.5,0.5,1,0.43,1.11,0.83,2.14,0.40,1.47,3.78,1.03,Cauley,1.0,251,36,2,5.14,0,7.2,282,40,340,False,9.4,345,41,35,,None,44,488,85,0,0,3,0,,91046.jpg,1.0,320,43,0,0,0.0,Woodrow,0.8,177,30,False,None,0,0.0,a,12,102,20.0,211,44,4,41827,13180,39902,2270,0.2,0.9,Woodrow,0
0,0,0,None,None,0,0,244856,None,,0,0,-1,1,0.0,399,145,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Teden,0.0,389,130,0,0,0,0.0,422,148,393,False,0.0,417,148,0,,None,39,713,227,0,0,None,0,,244856.jpg,0.0,418,142,0,0,0,Mengi,0.6,202,77,False,None,0,0,a,12,102,0.0,369,129,0,56223,2735,15108,1516,0.0,0.0,Mengi,0
0,0,42,None,None,0,0.0,232351,2,,0,0,0,0,89.2,61,13,None,,0,2,1.5,0.5,1,0.35,0.12,0.41,0.14,0.06,7.05,2.37,0.02,Ryan,1.0,255,88,8,2.69,0,15.0,170,48,553,False,43.4,232,91,268,,None,45,395,81,0,0,None,0,,232351.jpg,1.0,341,125,0,0,0.0,Giles,0.2,356,133,False,None,3,1.01,a,12,102,17.0,226,64,4,6478,313,8849,445,0.2,0.9,Giles,0
0,1,43,100,100,0,0.0,108796,None,,0,0,-2,2,12.2,284,92,None,,0,2,2.9,1.2,3,0.05,0.01,0.33,0.08,0.28,7.76,1.94,0.07,Tom,1.7,202,65,9,2.25,0,8.5,263,93,575,False,63.4,185,75,360,,2023-09-02T17:00:08.339119Z,43,587,154,0,0,None,0,,108796.jpg,1.2,296,101,0,0,0.0,Lockyer,0.1,378,146,False,None,4,1.0,a,12,102,10.0,266,81,5,2706,782,8891,145,0.4,1.2,Lockyer,1
0,0,11,None,None,0,0.0,104047,None,,0,0,-1,1,15.7,262,142,None,,0,3,1.5,0.5,1,0.93,0.5,1.30,0.7,0.37,3.66,1.97,0.2,Pelly Ruddock,1.0,264,117,4,2.16,0,4.9,313,140,582,False,5.6,372,170,167,,None,49,240,157,0,0,None,0,,104047.jpg,1.2,305,138,0,0,0.0,Mpanzu,0.0,522,186,False,None,1,0.54,a,12,102,30.0,175,99,6,1073,74,3358,98,0.2,1.2,Mpanzu,0
0,0,10,None,None,0,0.0,222677,None,,0,0,-1,1,8.5,309,160,None,,0,3,1.5,0.5,0,0.07,0.02,0.34,0.1,0.27,6.69,1.88,0.08,Tahith,1.0,266,119,8,2.25,0,5.4,304,134,586,False,14.4,318,135,320,,None,49,266,174,0,0,None,0,,222677.jpg,1.8,237,108,0,0,0.0,Chong,0.1,388,123,False,None,4,1.12,a,12,102,34.0,156,92,7,6227,384,7853,394,0.2,1.4,Chong,1
1,0,52,None,None,0,0.0,476369,None,,0,0,0,0,71.6,87,17,None,,0,2,4.9,2.2,5,0.67,0.19,0.80,0.23,0.13,4.84,1.34,0.04,Issa,2.7,118,38,6,1.66,0,13.4,198,62,602,False,40.0,246,97,325,,None,40,683,208,0,0,None,0,,476369.jpg,2.0,203,67,0,0,0.0,Kaboré,5.5,72,26,False,None,4,1.11,a,12,102,23.0,202,52,10,139672,32164,175605,3234,0.7,2.5,Kaboré,1
0,1,73,None,None,0,0.0,54738,None,,0,0,0,0,0.0,569,68,None,,0,1,2.1,0.8,2,0.01,0.0,0.01,0.0,0.00,8.82,1.76,0.0,Thomas,1.3,222,20,11,2.2,0,12.4,211,15,614,False,124.2,65,14,450,,None,45,341,15,0,0,None,0,,54738.jpg,1.8,230,22,0,17,3.4,Kaminski,0.3,281,40,False,None,5,1.0,a,12,102,0.0,556,65,9,16811,2086,8522,353,0.3,2.0,Kaminski,1
0,0,17,25,25,0,0.0,88894,3,,0,0,-1,1,64.8,110,78,1,,0,3,0.2,0.0,0,0.31,0.19,0.55,0.34,0.24,2.88,1.78,0.15,Ross,0.7,303,142,4,2.47,0,8.9,258,116,630,False,10.2,341,149,146,Hamstring injury - 25% chance of playing,2023-09-16T23:30:07.302434Z,49,234,152,0,0,None,0,,88894.jpg,2.0,216,96,0,0,0.0,Barkley,0.1,411,133,False,None,2,1.23,d,12,102,17.0,230,121,4,4222,22,13864,567,0.1,0.8,Barkley,0
1,0,24,None,None,0,0.0,242453,None,,0,0,-1,1,37.6,167,22,None,,0,4,2.9,1.2,2,0.22,0.09,1.14,0.49,0.92,4.84,2.08,0.4,Jacob,1.7,204,29,7,3.01,0,13.9,188,27,631,False,25.0,287,34,209,,None,49,272,56,0,0,None,0,,242453.jpg,1.8,238,32,0,0,0.0,Brown,0.1,365,58,False,None,2,0.86,a,12,102,81.0,67,26,9,12975,1198,11141,419,0.3,1.8,Brown,1
0,0,0,0,0,0,0,552030,None,,0,0,0,0,0.0,494,192,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aidan,0.0,484,180,0,0,0,0.0,514,194,648,False,0.0,509,194,0,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,40,701,219,0,0,None,0,,552030.jpg,0.0,512,190,0,0,0,Francis-Clarke,0.0,585,208,False,None,0,0,u,12,102,0.0,468,180,0,713,0,923,54,0.0,0.0,Francis-Clarke,0
0,0,0,None,None,0,0,20480,None,,0,0,0,0,0.0,567,67,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tim,0.0,561,79,0,0,0,0.0,581,80,665,False,0.0,576,80,0,,None,45,339,14,0,0,None,0,,20480.jpg,0.0,581,80,0,0,0,Krul,0.0,545,70,False,None,0,0,a,12,102,0.0,554,64,0,1316,38,985,79,0.0,0.0,Krul,0
0,0,0,None,None,0,0,611011,None,,0,0,0,0,0.0,495,193,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Joseph,0.0,485,181,0,0,0,0.0,515,195,682,False,0.0,510,195,0,,None,40,702,220,0,0,None,0,,611011.jpg,0.0,513,191,0,0,0,Johnson,0.0,593,209,False,None,0,0,a,12,102,0.0,469,181,0,1037,96,434,60,0.0,0.0,Johnson,0
0,1,107,100,100,3,0.6,211975,None,,0,0,0,0,57.4,124,26,None,,0,2,3.2,3.2,5,0.29,0.06,0.32,0.07,0.03,4.01,0.8,0.01,Manuel,2.2,150,50,2,0.4,0,15.8,158,42,341,False,96.6,105,37,450,,2023-08-27T23:00:07.209360Z,50,195,23,0,0,None,0,,211975.jpg,4.4,44,11,0,0,0.0,Akanji,8.4,51,17,False,None,5,1.0,a,13,43,5.0,315,107,22,782725,10644,501271,13128,0.4,4.4,Akanji,1
0,1,84,100,100,1,0.31,126184,None,,0,0,1,-1,17.1,249,78,None,,0,2,4.0,4.0,1,0.23,0.07,0.68,0.21,0.45,3.18,0.98,0.14,Nathan,3.0,94,31,2,0.62,1,13.6,194,60,342,False,78.6,148,60,292,,2023-08-06T23:30:05.855914Z,51,162,15,0,0,None,0,,126184.jpg,3.8,79,23,0,0,0.0,Aké,7.2,54,18,False,None,3,0.92,a,13,43,40.0,141,26,19,522590,3773,341659,46172,0.6,3.7,Aké,0
5,5,157,None,None,2,0.36,461358,2,,1,-1,5,-5,237.0,7,1,2,,2,4,7.5,7.5,1,1.04,0.19,3.59,0.64,2.55,3.96,0.71,0.45,Julián,6.5,10,2,3,0.53,2,57.2,8,2,343,True,165.2,27,3,505,,None,70,33,13,0,0,3,0,,461358.jpg,6.3,9,2,0,0,0.0,Álvarez,30.7,8,2,False,None,6,1.07,a,13,43,171.0,22,9,38,2753767,125382,338213,37991,0.9,5.4,J.Alvarez,1
1,3,76,0,0,1,0.32,165809,None,,0,0,-1,1,124.9,34,25,None,,1,3,0.0,0.0,0,1.36,0.43,1.71,0.54,0.35,1.97,0.62,0.11,Bernardo,3.8,61,30,2,0.63,1,25.6,64,40,344,False,86.2,126,44,284,Knock - Expected back 08 Oct,2023-09-20T09:00:09.855543Z,64,54,32,0,0,None,0,,165809.jpg,4.5,42,19,0,0,0.0,Veiga de Carvalho e Silva,1.5,140,47,False,None,3,0.95,i,13,43,45.0,130,81,18,77841,161,394185,16279,0.6,2.8,Bernardo,1
0,0,8,None,None,0,0.0,477555,None,,0,0,-1,1,1.1,359,179,None,,0,3,1.5,1.5,0,0.01,0.45,0.01,0.45,0.00,0.00,0.0,0.0,Oscar,0.5,313,147,0,0.0,0,0.5,398,185,345,False,2.4,390,182,2,,None,44,566,298,0,0,None,0,,477555.jpg,1.0,335,147,0,0,0.0,Bobb,0.0,548,203,False,None,0,0.0,a,13,43,2.0,344,169,2,1221,103,1844,82,0.1,0.5,Bobb,0
0,0,0,0,0,0,0,121145,None,,0,0,-2,2,0.0,707,232,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,João,0.0,700,229,0,0,0,0.0,707,232,346,False,0.0,707,232,0,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,58,76,5,0,0,None,0,,121145.jpg,0.0,706,232,0,0,0,Cancelo,1.3,146,55,False,None,0,0,u,13,43,0.0,706,232,0,23685,0,251915,2775,0.0,0.0,Cancelo,0
0,0,0,None,None,0,0,17601,None,,0,0,-1,1,0.0,392,6,None,,0,1,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,383,24,0,0,0,0.0,416,24,347,False,0.0,411,24,0,,None,39,703,82,0,0,None,0,,17601.jpg,0.0,412,24,0,0,0,Carson,0.1,443,63,False,None,0,0,a,13,43,0.0,362,2,0,2027,467,2900,197,0.0,0.0,Carson,0
0,0,0,0,0,0,0,463210,None,,0,0,0,0,0.0,609,240,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Shea,0.0,598,232,0,0,0,0.0,618,242,348,False,0.0,613,239,0,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,45,431,241,0,0,None,0,,463210.jpg,0.0,618,242,0,0,0,Charles,0.0,718,309,False,None,0,0,u,13,43,0.0,600,235,0,0,0,32,0,0.0,0.0,Charles,0
0,0,4,0,0,0,0.0,61366,1,,0,0,-3,3,18.8,239,130,1,,0,3,0.0,0.0,0,0.16,0.65,0.18,0.73,0.02,0.10,0.41,0.08,Kevin,0.0,713,309,0,0.0,0,2.2,361,165,349,False,2.4,391,183,22,Hamstring injury - Expected back 16 Dec,2023-08-12T08:00:06.610027Z,102,4,2,0,0,4,0,,61366.jpg,1.0,393,191,0,0,0.0,De Bruyne,1.8,127,38,False,None,1,4.09,i,13,43,1.0,361,183,1,8554,116,1265970,2693,0.0,0.1,De Bruyne,0
0,1,91,None,None,2,0.4,171314,None,,0,0,0,0,18.7,241,74,None,,0,2,4.0,4.0,6,0.18,0.04,0.40,0.08,0.22,4.44,0.89,0.04,Rúben,3.0,97,33,3,0.6,0,15.6,161,44,350,False,94.2,109,39,450,,None,55,103,7,0,0,None,0,,171314.jpg,3.8,85,25,0,0,0.0,Gato Alves Dias,8.7,48,15,False,None,5,1.0,a,13,43,42.0,136,22,19,384936,13401,296689,9390,0.5,3.5,Rúben,0
0,0,111,None,None,3,0.5,121160,None,,0,0,1,-1,10.0,303,2,None,,0,1,4.2,4.2,6,0.02,0.0,0.02,0.0,0.00,4.74,0.79,0.0,Ederson,3.2,82,9,3,0.5,0,11.5,223,17,352,False,106.4,89,17,540,,None,56,87,1,0,0,None,0,,121160.jpg,4.2,59,7,0,10,1.67,Santana de Moraes,21.0,18,3,False,None,6,1.0,a,13,43,0.0,705,85,25,760325,19697,375861,20501,0.6,4.5,Ederson M.,1
3,6,130,None,None,3,0.64,209244,3,,0,0,1,-1,216.1,9,7,None,,0,3,6.5,6.5,11,1.04,0.22,1.91,0.4,0.87,4.32,0.91,0.18,Phil,5.5,21,14,2,0.42,1,49.9,17,14,353,False,145.8,41,15,425,,None,76,18,11,0,0,None,0,,209244.jpg,5.7,17,11,0,0,0.0,Foden,13.3,31,11,False,None,5,1.06,a,13,43,136.0,37,23,34,984037,64841,583047,11948,0.7,4.5,Foden,0
