first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Craig,Dawson,3,0,65,1350,16,26.3,308.2,180.0,3,259,51.6,6,0,1,1.3,45,DEF
Saïd,Benrahma,0,4,47,1067,13,253.8,189.2,286.0,0,164,73.1,3,0,0,0.2,60,MID
Frederik,Alves,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ademipo,Odubeko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Conor,Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jamal,Baptiste,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Nathan,Trott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
John,Ruddy,0,0,1,1,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.2,43,GK
João Filipe Iria,Santos Moutinho,1,1,61,2029,34,535.0,365.2,68.0,4,347,97.1,5,1,3,0.8,52,MID
Rui Pedro,dos Santos Patrício,0,0,106,2700,41,0.0,602.8,0.0,9,499,60.1,8,0,1,4.2,53,GK
Ryan,Bennett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Willy,Boly,1,1,60,1530,22,33.2,355.4,139.0,4,305,52.8,5,0,1,1.2,54,DEF
Conor,Coady,1,0,86,2583,40,37.1,550.4,85.0,6,468,67.5,8,0,4,5.3,48,DEF
Raúl,Jiménez,4,1,43,824,10,96.2,177.4,275.0,7,148,55.0,4,0,0,4.5,81,FWD
Romain,Saïss,3,0,81,1867,31,59.2,466.4,226.0,9,371,75.3,6,0,2,5.1,49,DEF
Jonathan,Castro Otto,0,0,16,496,4,31.8,61.0,14.0,1,58,10.8,1,0,0,0.1,54,DEF
Léo,Bonatini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,FWD
Leander,Dendoncker,1,2,63,1966,24,248.3,307.0,337.0,2,241,89.3,9,0,3,0.5,46,MID
Adama,Traoré,0,3,64,2045,32,570.3,323.8,364.0,3,265,125.9,5,0,3,4.8,60,MID
Rúben Diogo,da Silva Neves,5,1,91,2165,34,343.5,598.8,371.0,10,427,131.5,7,0,7,1.9,51,MID
Oskar,Buur,0,0,1,22,0,0.5,0.6,0.0,0,2,0.1,0,0,0,1.5,39,DEF
Daniel,Castelo Podence,3,2,65,1361,20,277.6,273.2,409.0,5,231,96.1,6,0,2,0.9,53,MID
Max,Kilman,0,1,54,1119,9,65.1,205.0,71.0,8,227,34.0,5,0,3,6.3,39,DEF
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,1,172,7,25.3,31.2,0.0,0,24,5.7,0,0,0,0.7,41,DEF
Matija,Sarkic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,GK
Morgan,Gibbs-White,0,0,5,101,1,37.0,12.6,2.0,0,20,5.2,0,0,0,0.0,49,MID
Pedro,Lomba Neto,5,8,123,2518,38,1006.7,594.0,722.0,10,488,232.4,9,0,4,7.5,57,MID
Bruno André,Cavaco Jordao,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID
Leonardo,Campana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,48,FWD
Fabio,Silva,3,0,44,854,21,107.7,136.6,466.0,3,120,70.8,0,0,2,0.9,52,FWD
Fernando,Marçal,0,0,18,611,9,50.9,97.8,11.0,0,102,16.1,1,0,2,0.1,47,DEF
Vitor,Ferreira,0,1,17,242,3,73.8,40.8,31.0,0,60,14.6,0,0,0,0.0,47,MID
Ki-Jana,Hoever,0,0,10,393,8,42.6,62.6,14.0,0,51,12.0,0,0,1,0.0,44,DEF
Nélson,Cabral Semedo,0,2,76,2386,36,308.3,440.8,246.0,4,413,99.8,7,0,4,2.1,52,DEF
Meritan,Shabani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Rayan,Ait Nouri,1,1,35,787,14,101.5,144.6,110.0,5,153,35.6,1,0,0,0.1,50,DEF
Owen,Otasowie,0,1,7,115,5,24.0,37.2,12.0,0,28,7.3,0,0,1,0.0,45,MID
Theo,Corbeanu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Taylor,Perry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Lewis,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Christian,Marques,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Andreas,Söndergaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Patrick,Cutrone,0,0,2,23,0,0.0,0.0,4.0,0,5,0.2,0,0,0,0.0,59,FWD
Nigel,Lonwijk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Willian José,Da Silva,0,1,22,731,8,136.5,44.2,172.0,0,73,35.1,3,0,0,0.2,68,FWD
Hugo,Bueno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
